sr,filename,keyphrases,label
368 , e-008.txt ,"west end finest shows the west end its finest stars and shows the evening standard theatre awards london monday the producers nathan lane lee evans best musical the ceremony the national theatre sweeney todd a funny thing happened the way the forum the award the goat sylvia edward albee the pillowman martin mcdonagh alan bennett the history boys the best play category pam ferris victoria hamilton kelly reilly best actress ferris - best her television roles programmes the darling buds the shortlist her role notes falling leaves the royal court theatre richard griffiths hector the history boys the national theatre the best actor award douglas hodge dumb show stanley townsend shining city the best director shortlist luc bondy cruel and tender simon mcburney measure measure rufus norris festen festen the best designer category ian macneil jean kalman paul arditti hildegard bechtler iphigenia aulis paul brown false servant the milton shulman award outstanding newcomer dominic cooper his dark materials the history boys romola garai calico eddie redmayne the goat sylvia ben wishaw hamlet playwrights david eldridge rebecca lenkiewicz owen mccafferty the charles wintour award a £30000 bursary three 50th anniversary special awards an institution a playwright an individual", entertainment
369 , s-190.txt ,"sa mauritiustop seeds south africa return the scene their most embarrassing failures the seychelles the cosafa cup next month last year bafana bafana the first minnows mauritius 2-0 curepipe coach stuart baxter his squad curepipe face the seychelles their first game the new-look regional competition the format the event this year the entry the seychelles the number participants 13 the teams three group four and play knock-out successive days the group champions mauritius the first group their opponents madagascar the seychelles south africa bafana bafana the seychelles mauritius madagascar a double-header 26 february the two winners the new george v stadium the next day the victor the group decider advances august final mini-tournament the second group namibia april zimbabwe botswana mozambique and the hosts june former champions zambia lesotho malawi and swaziland the third group lusaka the three group winners title holders angola the last the mini-tournaments august the winners seychelles v south africamauritius v madagascarwinners final match mozambique v zimbabwenamibia v botswanawinners final matchlesotho v malawizambia v swazilandwinners", sports
370 , b-453.txt ,"us industrial output growth us industrial production november a slower pace the previous month the us federal reserve output factories mines and utilities 0.3% line forecasts a revised 0.6% increase october analysts the carmaking sector production fall 0.5% the data the latest increase industrial output 4.2% the past year many analysts the prospects the us economy the increase production the heels news a recovery retail sales an economy 3.5 to 4.0% job growth consumer optimism comerica chief economist david littman the figures the us economy a respectable annual rate 3.7% the three months july and september jobs growth 178000 the same period the employment figures experts america 5.4% jobless rate a breakdown the latest production figures mining output the increase 2.1% factory output 0.3% utility output 1.4% the amount factory capacity the month 77.6% its highest level may 2001 many investors product market inflation a problem the utilisation rates 80% higher cary leahy senior us economist deutsche bank securities a lot inflation-fighting slack the manufacturing sector manufacturing autos a faster rate coming months lean inventories citigroup senior economist steven wieting", business
371 , s-140.txt ,"chelsea complaintbarcelona assistant coach henk ten cate chelsea expected complaint uefa pathetic the blues an alleged half-time incident wednesday 2-1 loss the nou camp the source chelsea anger an alleged talk barca boss frank rijkaard referee anders frisk didier drogba the way chelsea mourinho the line-ups ten cate uefa its own tunnel representative the ordinary the half-time break spokesman william gaillard frisk rijkaard the opportunity the game two uefa officials the referee dressing room his assistants the only people the londoners the receiving end any punishment the compulsory press conference the defeat uefa delegate thomas giordano the only unusual thing chelsea the press conference the referee the alleged incidents his report uefa - weakening chelsea case rijkaard mourinho decision the media the match a lot the game a lot the game good behaviour a match barca midfielder deco mourinho porto his fellow portuguese a protest normal behaviour his part a news conference rijkaard chelsea the team fewest goals the english league the win my men victory this match my players", sports
372 , t-141.txt ,"us top supercomputing charts the us japan the top the supercomputing chart ibm prototype blue gene/l machine the lawrence livermore national laboratory the us department energy ibm test results blue gene/l speeds 70.72 teraflops the previous top machine japan nec earth simulator 35.86 the top 500 list monday the fastest computers the world every six months an officially recognised mathematical speed test linpack calculations 2005 blue gene/l its current prototype next year the final blue gene four times this year a real step erich strohmaier the co-founders the top500 list scientists the safety security and reliability requirements the us nuclear weapons stockpile the need underground nuclear testing the amount heat the massive power a big problem supercomputers second place silicon graphics  columbia supercomputer the us space agency nasa ames research center california the linux-based machine a top speed 42.7 trillion calculations teraflops october model flight missions climate research aerospace engineering the defeated japanese contender the earth simulator third place the top spot june 2002 climate modelling seismic activity the first supercomputer the cray-1 los alamos national laboratory 1976 computational speed 500000 times the cray-1 80 megaflops 80 million operations a second the blue gene/l machine next year five million times 1993 the top 500 list a group computer science academics the world the international supercomputer conference pittsburgh", technology
373 , t-006.txt ,"wi-fi web farmers perua network community computer centres wireless technology a helping hand poor farmers peru the pilot scheme the huaral valley 80 kilometres the capital lima the 6000-strong community up-to-date information agricultural market prices and trends the agricultural information project farmers the chancay-huaral valley vital links local organisations charge water irrigation their actions more than 13000 rural inhabitants 18000 students the region the telecoms infrastructure the 14 telecentres only free open source software affordable computer equipment the network three years the making september the non-government organisation cepes peruvian centre social studies the $200000 project local institutions the education and agriculture ministries european development organisations the plan training computers and internet skills both operators and users the system carlos saldarriaga technical coordinator cepes farmers extra lessons the new information the most their plots land the board irrigation users the computer centres the network self-sustainable three years the cash the telecentres internet cafes the key elements the project the agricultural information system its flagship huaral.org website farmers the prices local produce information topics plague prevention the latest farming techniques the system the inhabitants the chancay-huaral valley their vital irrigation systems water the main element a precious element peru coastal areas proper irrigation systems the most mr saldarriaga the bbc news website the information network farmers their own region share experiences other colleagues the rest peru the world cepes the involvement the farmers the project success the last three years the people a vital thrust the project mr saldarriaga the community training sessions an equal number men and women the perfect showcase their enthusiasm an excellent response young people a great feedback 40 or 50-year old women a computer the first time their lives the huaral programme promoters the experience the model other farmers  organisations peru a pilot project its cloning potential other places mr saldarriaga the cepes researcher cuyo a 50-family community no electricity the construction the local telecentre site a mini-hydraulic dam 2kw worth power the computers the communications equipment the cabin lights the technicians any light bulbs the generator the local store light bulbs carlos saldarriaga the logical answer the next morning the testing the wireless network cuyo the other communities", technology
374 , s-215.txt ,"zambia cautiouszambia technical director kalusha bwalya the cosafa cup final angola saturday lusaka bwalya victory bwalya his side my team victory a difficult game the main aim the game zambia their determination this final their foreign-based players the 41 year-old bwalya the oldest player the competition mauritius the field the chipolopolo fans victory  concert the match the country top musicians both sides the competition a record third time the trophy the chipolopolo the first two editions the regional tournament southern african nations 1997 and 1998 a third straight win angola the zambians the semi-final stage 1999 that victory angola a first defeat 14 years zambia lusaka independence stadium saturday game angola just four overseas-based players their preliminary squad the palancas negras the release their portugal-based players", sports
375 , e-039.txt ,"aviator creator oscars snub the man oscar-nominated movie the aviator the ground leonardo dicaprio the academy awards race charles evans jr his role the people the film a producer credit the list producers a best film oscar a limit the number nominees the oscars organisers the aviator four producers best film three producers film the studios the aviator and million dollar baby their credits the academy motion pictures arts sciences ampas the aviator nominated producers michael mann graham king mr evans sandy climan mr mann former deputy mr evans mr mann 2001 the idea years dicaprio hughes the project the two sides court a deal the fact mr evans a producer the film credits the golden globes mr evans the winners the film best drama film a security guard his photo dicaprio director martin scorsese mr mann mr king ampas the number producers shakespeare love victory 1999 five producers awards the eligible names the aviator and million dollar baby ampas  producers branch executive committee wednesday the decision clint eastwood his third personal nomination million dollar baby the best film category best director best lead actor the academy awards ceremony hollywood 27 february chinese actress ziyi zhang star crouching tiger hidden dragon hero house flying daggers the latest name the list presenters the night", entertainment
376 , e-304.txt ,"fantasy book hollywood deal a british author the film rights her children bestseller a seven-figure sum ridley scott michelle paver wolf brother a fantasy 6000 years the first a planned series six books film studio fox the rights around $4m £2.13m scott company scott free the director the project wolf brother an enchanting book paver london a lawyer the book 1982 biochemistry oxford university an established author love stories the work-in-progress a children novel 2004 paver an advance $5m £2.8m the highest sum a debut children book wolf brother the story torak a 12-year-old hunter the forest his father a wolf cub the forest an evil force paver the second book the series michelle paver the worlds a spokesman the author the film deal the moment the second book her mind 6000 years the primeval forest", entertainment
377 , b-195.txt ,"uk risks golden rule the uk government taxes spending its golden rule a report the rule the government cash its spending projects the national institute economic and social research niesr taxes about £10bn state finances order the treasury its plans track 2008 niesr the government current economic cycle march 2006 the golden rule the cycle a year the chances 50/50 either way fiscal tightening niesr the report the latest question the viability government spending projections earlier this month accountancy firm ernst & young chancellor the exchequer gordon brown forecasts tax revenues revenues £6bn estimates the end the tax year the economy line forecasts a treasury spokesperson the latest claims track spending rules the golden rule the current cycle spending plans 2008 its warning possible tax hikes the niesr report the state the uk and global economy the recent record-busting surge oil prices a limited effect worldwide expansion the world economy global gross domestic product gdp 4.1% this year 4% 2005 4.2% 2006 the us expansion 2006 a slightly slower rate the case japan better times uk exporters niesr the euro zone speed growth britain weak growth the third quarter the forces the upswing the economy 2005 and 2006 niesr the economy the next two years exports a recovery gdp 3.2% 2004 2.8% both 2005 and 2006 the main cloud the horizon niesr the uk much analysed property market", business
378 , t-026.txt ,"warnings junk mail the amount spam a massive increase experts anti-spam group spamhaus a novel virus the origins junk mail the program spam look legitimate mail servers spamhaus the problem unchecked real e-mail messages the sheer amount junk now many spammers home pcs anonymous e-mail relays an attempt the origins their junk mail the pcs viruses and worms compromise machines known vulnerabilities people an attachment the malicious program the machines junk mail behalf spammers spamhaus junk messages these machines blacklists net addresses harbour infected machines the novel worm spamhaus routes junk the mail servers the net service firm infected machines the first place this way the junk mail a net address all mail net firms the spam spamhaus the technique junk mailers the ability little fear steve linford director spamhaus a lot spammers this technique the failure the net e-mail infrastructure david stanley uk managing director filtering firm ciphertrust the new technique the next logical step spammers their armoury the amount spam circulation mr stanley the appearance this trick e-mail meltdown kevin hogan senior manager symantec security response such warnings the end e-mail e-mail two-three years mr hogan the technique mail mail servers net service firms problems blacklists and block lists other techniques spam their efficacy mr hogan 90% the junk mail symantec subsidiary brightmail techniques net addresses instance mr hogan e-mail messages a web link about 75% spam", technology
379 , s-123.txt ,"england defensive crisis england defensive worries the withdrawal tottenham ledley king the squad holland chelsea john terry and wayne bridge coach sven-goran eriksson a real problem wednesday match villa park injured rio ferdinand and sol campbell the squad matthew upson wes brown and jamie carragher the makeshift partnership terry the captain chelsea the premiership title a certain starter the absence campbell and ferdinand a bruised knee carragher brown manchester united brown england the defeat australia upton park february 2003 the 25-year-old the squad sunday night cover the enforced withdrawal upson a hamstring injury brown his tally seven senior appearances england king his groin injury england medical staff eriksson any further back-up phil neville bridge a foot injury", sports
380 , p-337.txt ,"campaign cold calls  questionedlabour the conservatives the millions people marketing cold calls the parties the rules their calls marketing instance people voting intentions the lib dems the watchdog the rules the calls the information commissioner office surveys people personal data telephone call centres all the three major parties the run-up the general election seven million telephone numbers the telephone preference service tps lists unsolicited sales marketing calls both schemes the direct marketing association eu directives privacy and electronic communications the rules marketing calls politicians private sector companies labour the tories people the tps a labour party spokesman the bbc news website the party tps lists people membership or fundraising voter identification calls which party marketing very clear legal advice the telephone preference service the party people a conservative spokeswoman the party the rules tps subscribers tps line the law things the law assistant information commissioner phil jones marketing political parties people classic market research a poll voter intentions direct marketing a party tps their voting intention a view this information the future the voter mr jones a party a person tps their voting intention that voter the party breach the regulations summary a party tps registered voters their voting intentions regulations the script the script mr jones the watchdog very few complaints the issue lib dem chairman matthew taylor the watchdog the advice several previous occasions such phone calls evidence local lib dem parties the country significant numbers such calls swift and efficient action the commissioner mr taylor new guidelines all parties the same way the watchdog the rules parties tps numbers voting intentions those people", politics
381 , s-480.txt ,"edgy agassi past dentandre agassi an erratic display the fourth round the australian open victory taylor dent the 34-year-old american seeded eighth a poor start two chances the set the lead agassi control both players a succession breaks agassi the tie-break a 7-5 7-6 7-3 6-1 win fourth seed an injury scare past mario ancic 6-4 3-6 6-3 6-4 the russian his right ankle the third game the fourth set treatment no sign the problem the court victory two hours 45 minutes ancic wimbledon semi-finalist 2004 safin all the way the second set safin his game the croatian safin his temper control this year tournament the russian the head one second-set outburst his victory players ancic a tough opponent a little bit the russian his ankle injury a lot problems that ankle route the fourth round opponent jarkko nieminen their match the top seed defending champion 6-3 5-2 nieminen an abdominal injury federer patchy form then - mixing 19 unforced errors 19 winners the world number one cypriot the former world junior champion tommy robredo 7-6 7-2 6-4 6-1 federer extra pressure his winning streak a career-best 24 a feeling a tough match a bad start french open champion the tournament a five-set defeat dominik hrbaty hrbaty the 10th seed 7-6 7-5 6-7 8-10 6-7 3-7 6-1 6-3 a match four hours 21 minutes the pair 16 service breaks an exhausting baseline battle hrbaty a decisive advantage the eighth game the final set hrbaty 2002 champion american kevin kim 3-6 6-2 6-7 6-2 6-2", sports
382 , p-207.txt ,"february poll speculation reports tony blair a snap general election february 2005 idle speculation downing street a spokesman no idea the reports the sunday times and sunday telegraph the papers ministers the government a baghdad bounce successful iraq elections january a british general election february 1974 that election edward heath a coalition the liberals harold wilson his majority the year a second election the latest speculation the prime minister a february poll his current opinion poll conservative leader michael howard that strategy criticism less then four years a parliamentary term the papers alan milburn labour head elections strategy a key role the plan a february election a new year advertising blitz new labour campaign both newspapers the slogan britain a labour party spokesman the election date a matter mr blair february most commentators an election 5 the last election june 2001", politics
383 , s-391.txt ,"healey england comebackleicester wing austin healey sunday return heineken cup clash wasps a further springboard an england recall the six nations healey 51 caps the 2003 world cup good form the tigers  resurgence this season ambitions england healey the bbc the previous autumn tests the current squad a place healey both half-back positions full-back his career the wing his england caps a trapped nerve his back the end september the 31-year-old his role the tigers revival six weeks the sort form leicester scrum-half fly-half or full-back a moment notice the wing a bigger free role things parts one the wasps-leicester trilogy recent weeks healey his flank an angled run an injury-time try the tigers a 17-17 draw their premiership meeting 21 november the first their heineken cup double header last sunday healey stand-off a superb cross-kick martin corry the tigers  third try cozza  eye a couple phases the full the bounce healey healey twice a heineken cup winner last sunday match the biggest club contests a very intense occasion a very destructive game a huge amount rugby a great game about 15 minutes wasps the last couple minutes either way the same outcome this sunday leicester pole position their heineken pool a home game biarritz trip calvisano healey the tigers the same desire the knockout blow rugby version rocky ii a lot satisfaction the dressing room aftewards only a case a job the first a two-leg trip welford road all the positives result the end the same desire this week", sports
384 , t-312.txt ,"web radio spanish rap globalspin the radio dial the us plenty spanish-language music hip-hop and rap the spanish-speaking world local artists trouble their work a us company rap and hip-hop en espanol computer users los caballeros de plan g mexico hottest hip-hop acts a devoted fan base their native monterrey most mexican hip-hop fans fans the spanish-speaking world a chance the group tracks the radio the radio hip-hop spanish manuel millan a native san diego california the spanish hip-hop scene mainstream radio a very commercialised sound the groups the country the world millan two friends groups los caballeros de plan g fans mainstream radio stations this kind music their own broadcast station millan his friends a website latinohiphopradio.com the name web-based radio the hottest spanish language rap hip-hop tracks the site english and spanish all the user a media player no djs music the net the help the website los caballeros de plan g export quality rap the web just the right medium spanish language hip-hop right the genre millan its infant stage the production values artists argentina mustafa yoda mustafa yoda the hottest tracks latinohiphopradio.com the eminem argentina the latin american hip-hop scene millan that much exposure the world the one the next big thing the spanish-speaking world the chilean group makisa latinohiphopradio.com top 10 cuban artist papo record every country own cultural differences their own songs millan latinohiphopradio.com a couple months the site listeners the spanish speaking world mexico the way accounting about 50% listeners web surfers spain as well - about 25% the web station traffic spain the leader spanish-language rap hip-hop millan spain the united states and france terms overall rap and hip-hop production more and more latin american artists audiences one spaniard latinohiphopradio.com top 10 his name tote king manuel millan the hip-hop leader spain his track uno contra veinte emcees 20 emcees tote king that fact the best emcees spain millan the tightest productions his rap flow latinohiphopradio.com the coming year millan more music more news the world spanish language hip-hop and rap clark boyd technology correspondent the world a bbc world service wgbh-boston co-production", technology
385 , t-253.txt ,"fast lifts record books two high-speed lifts the world tallest building the planet fastest the lifts only 30 seconds passengers the top the 508m tall tfc 101 tower taipei taiwan the guinness book records the 17m second speed the two lifts the swiftest earth the lifts a pressure control system passengers  ears high speed total the tfc tower 61 lifts 34 50 escalators shuttle people its 106 floors the tfc 101 tower 31 december the super-fast lifts 24 passengers the tip the tower about 30 seconds their 382m track the 17m/s top speed the lifts about 38mph 61km/h the lifts almost a whole minute ground level the top the tfc tower the key new technologies the world fastest elevators a pressure control system the atmospheric pressure a car suction and discharge blowers ear popping an active control system the lift the sources vibrations streamlined cars the whistling noise the lifts a high speed a narrow shaft the certification our elevators world record-holders the authoritative guinness world records a great honour masayuki shimono president manufacturer toshiba elevator building systems the lifts the first record the world fastest passenger elevators the first edition the guinness book records 1955 an interesting indicator technology the 50 years that first edition the record 426m minute 25.6 km/h less than the speed the new record hein le roux specialist researcher the guinness world records taipei tfc 101 tower more than 50m taller the petronas towers kuala lumpur malaysia the world tallest skyscraper", technology
386 , s-510.txt ,"mirza indian tennis history teenager sania mirza a superb week the hyderabad open the first indian history a wta singles title front a delirious home crowd the 18-year-old past alyona bondarenko the ukraine 6-4 5-7 6-3 mirza 134 the world her knees celebration the match bondarenko a big moment my career a part my effort this win the coming days this tournament my hometown the australian open january mirza the first indian woman the third round a grand slam eventual champion serena williams a year the youngest indian a professional title the doubles the hyderabad open mirza her first wta final front a raucous home crowd three double faults her opening service game 0-2 mirza a row her advantage the first set a see-saw second set bondarenko a 5-2 lead mirza herself level the ukrainian the match mirza the aggressive strokes the first set the decider a 5-2 lead 5-3 the stadium celebration mirza an ace victory the serve the net mirza the point the relief the crowd bondarenko the next game the title", sports
387 , e-068.txt ,"tautou da vinci film french actress audrey tautou star hit film amelie the female lead the film adaptation the da vinci code the movie version dan brown best-selling novel ron howard tom hanks tautou hanks  code-cracking partner various newspapers a very long engagement jean-pierre jeunet jeunet tautou amelie 2001 the actress the mainstream the lead role critically-acclaimed film dirty pretty things 2002 oscar-winning director ron howard tautou the part a french actress a big name hollywood star uk actress kate beckinsale a possibility the role vanessa paradis juliette binoche the thriller the movie more than 17 million copies a global conspiracy the holy grail mythology the louvre museum scene the gruesome murder the beginning the novel permission place showbusiness newspaper variety the $100m movie columbia/sony pictures release may 19 2006 the united states and france", entertainment
388 , b-091.txt ,"russia investment blessingsoaring oil sales a budget surplus russian debt a risky investment the world leading credit rating agencies standard & poor russian bonds investment grade their former speculative rating russia reputation investors recent months the heavy tax bills asset seizures companies oil giant yukos s&p the solidity government finances the risk russia a net creditor a debtor gold and foreign currency reserves $119bn its foreign public debt some $113bn the other two major ratings agencies fitch and moody their rating russia sovereign debt s&p fear the government its feet economic and legal reforms suit the agency the improved rating the risks a thing the past russian government coffers tax revenues energy sales s&p the government own debt a good bet these improvements the serious and growing political risk a key ratings constraint russia s&p credit analyst helena hessel the yukos saga the most high-profile the political risks ms hessel the company founder and ex-chief executive mikhail khodorkovsky jail trial tax evasion and fraud the real motive his prosecution his wealth a political alternative president vladimir putin his company victim the kremlin wish russian energy resources state control", business
389 , b-461.txt ,"beijingers parking fees traffic jams beijing officials car parking charges car ownership recent years a half million cars the city roads the trouble the high status car ownership expensive fees indoor car parks motorists roads drivers search a cheaper outdoor option the price differences indoor and outdoor lots wang yan an official the beijing municipal commission development and reform the state-run china daily newspaper mr wang charge car parking fees his team parking prices the gap indoor parking bays 250% more than outdoor ones sports fans the target the commission road rage public transport the prices car parks sports grounds mr wang his review team the relatively cheap hourly fee such places a higher flat rate matches indoor parking mr wang team complaints residents poor service exchange compulsory monthly fees up to 400 yuan $48 £26 the beijing authorities two years foreign dignitaries  motorcades motorcycle outriders the traffic unclogging beijing increasingly impassable streets a major concern the chinese authorities dozens new roads a showcase modern city the 2008 olympic games", business
390 , p-149.txt ,"blair peace missionprime minister tony blair his diplomatic mission the middle east the peace process mr blair talks his israeli counterpart ariel sharon the palestinian leader mahmoud abbas a renewed drive the palestinian authority security issues a london conference march mr blair a surprise trip iraq this week the israelis the meeting mr blair the tomb yasser arafat ramallah the first world leader the tomb a wreath palestinian officials a compromise gesture the last minute the bbc paul reynolds the london conference a limited measure the leadership mahmoud abbas abu mazen the palestinian presidential election 9 january a news conference talks mr blair mr abbas the british prime minister a unique position progress our peaceful pursuit your endeavour a conference london another example your deep commitment this purpose an interview the bbc political editor andrew marr mr blair progress israelis and palestinians the first step mr blair some people the israelis the israelis palestinians terrorism mr sharon the internationally-agreed roadmap peace plan his bid gaza part the peace process the end mr sharon the slightest step the palestinians terror attacks palestinian leaders the middle an election campaign their efforts israel mr blair a surprise visit iraq leaders baghdad his first trip the city preparations the national poll next month a deadly campaign insurgent violence basra southern iraq british forces", politics
391 , b-316.txt ,"euronext lse bid pan-european group euronext a bid the london stock exchange uk media reports last week the lse a takeover proposal german rival deutsche boerse the 530 pence a-share offer the exchange about £1.35bn the lse its shares 25% the bid the business euronext - formed the brussels paris and amsterdam exchanges three investment banks a possible offer the lse europe biggest stock market a key prize stocks a total capitalisation £1.4 trillion euronext a presence london its 2001 acquisition london-based options futures exchange liffe trades the lse clearnet euronext a quarter stake euronext an exchange lisbon last week ubs and abn amro additional advisors morgan stanley the rejection the deutsche boerse bid last week werner seifert chief executive the frankfurt-based exchange an improved offer london the two a merger 2000 the lse rebuff deutsche boerse whose market capitalisation more than £3bn its proposal benefits a cash bid last week the lse the bid no assurance any transaction further talks german magazine der spiegel part mr seifert negotiations the lse the future board any merged exchange mr seifert a merged company london the mayor frankfurt concerns such a move german jobs many analysts german boerse more financial firepower euronext a bidding war", business
392 , b-437.txt ,"china new tobacco factories the world biggest tobacco consumer china any new tobacco factories china more than enough cigarette-making capacity a spokesman the tobacco industry regulator china daily the ban tensions the regulator british american tobacco china first foreign cigarette maker a spokeswoman bat the report china any new tobacco factories joint ventures xing wangli a spokesman the state tobacco administration monopoly china daily the state its monopoly cigarette distribution china 350 million smokers consumer 1.7 trillion a year smoking china an essential - and manly - sociable touch some jobs salesmen urban woman smoking july 2004 bat approval a $1.5bn £800m joint venture factory china the first foreign cigarette maker the state tobacco monopoly administration a week the deal an embarrassing public row bat the bbc that time the stmc secured approval the highest levels government the row a forum november bat xing statement especially bad news british american tobacco the china daily newspaper the latest development the bat spokeswoman our announcement july last year the central government china the authority our strategic investment the decision further tobacco factories deals 2005 the french news agency afp the joint venture factory 2006 the bat spokeswoman its progress the stma a tough stance expansion opportunities china tobacco market anti-smoking campaigners public smoking the west china daily the market steady growth more than 210bn yuan $25.4bn pre-tax profits last year almost double the figure 2000 the paper no mention health concerns the stma the domestic tobacco industry some factories such moves local governments", business
393 , t-333.txt ,"us woman ink cartridges a us woman hewlett packard hp its printer ink cartridges a certain date the unnamed woman georgia a chip the cartridge the printer re-filling the lawsuit the us an hp inkjet printer february 2001 hp the world biggest printer firm the lawsuit hp ink cartridges a chip technology ink the user a change the suit the chips the cartridges a predetermined date the smart chip ink depletion a cartridge the use a built-in expiration date the consumer the suit the lawsuit restitution damages other compensation the cost printer cartridges a contentious issue europe the last 18 months the price inkjet printers as little £34 £1700 costs an 18-month period cartridge a study computeractive magazine last year the inkjet printer market the subject an investigation the uk office fair trading oft a 2002 report retailers and manufacturers pricing consumers", technology
394 , s-197.txt ,"fa probes trouble the fa action trouble wednesday carling cup tie chelsea and west ham police riot gear a section the west ham support the match the blues 1-0 mateja kezman the scorer chelsea goal treatment a head injury the match a missile a coin a spokeswoman chelsea the club the referee report its course action kezman the field treatment a cut his eye chelsea assistant boss steve clarke the football the crowd stitches west ham boss alan pardew a shame good english banter the crowd big rivalry the two clubs a shame any trouble former hammers star joe cole a plastic bottle frank lampard coins a penalty lampard spot-kick the delight the hammers  fans upton park the fa reports the clubs the police video evidence the referee report police riot gear west ham fans the matthew harding stand one supporter treatment fans the ground the game scotland yard 11 arrests alleged public order drugs offensive weapon offences the fa the trouble tuesday heated carling cup tie millwall and liverpool", sports
395 , s-013.txt ,"kenya chepkemei suspension kenya athletics body a ban marathon runner susan chepkemei an official apology athletics kenya ak the two-time london marathon runner-up a cross-country team training camp embu the ban chepkemei a reason her absence ak chief isaiah kiplagat a contract the organisers the race puerto rice her apology the kenyan coaching team chepkemei the team this month world cross country championships the 29-year-old a strong contender the event france a place the 32-strong squad the whole saga an end chepkemei my country a chance the world cross country championships ak an example chepkemei competition the end 2005 the organisation intense international and domestic pressure its decision the 29-year-old part the 2002 and 2003 london marathons radcliffe an epic new york marathon contest last year the two-time world half-marathon silver medallist radcliffe this year london event april ak its harsh stance three-time world country 4km champion edith masai masai kenya world country trials an ankle problem ak disciplinary action subject our doctor confirmation masai kiplagat", sports
396 , e-225.txt ,"stallone big brotherjackie stallone mother actor sylvester the first star celebrity big brother john mccririck the public vote friday 67% people the racing pundit the house stallone 71 her time the house a total wreck a vacation a nightmare things actress brigitte nielsen her former daughter-in-law $1m stallone the channel 4 show monday a surprise nielsen hot favourite odds 1/4 mccririck some enemies his outspoken views women ladbrokes spokesman warren lush the power the anti-mccririck brigade people no middle ground the bookmakers former happy mondays dancer bez favourite the show 7/4 blazin  squad singer kenzie 2/1 bez the viewers the one his nose mr lush friday 15 protesters the fathers 4 justice campaign group the big brother compound 0300 gmt fireworks feminist icon germaine greer the show the week bullying tactics the programme producers the show an average audience about 4.2 million viewers a night", entertainment
397 , b-303.txt ,"brazil varig rescue the brazilian government claims the country biggest airline brazil airport authority chief carlos wilson the government the brink varig brazil flagship airline the country vice president jose alencar the government a solution varig a huge debt burden an estimated debt 6.5 billion reais $2.3bn £1.2bn a rescue the cards a meeting the country congress the airline crisis mr alencar mr wilson president luiz inacio lula da silva a decree some kind intervention this week practice an intervention the technical name an intervention the government administrative control the company its finances varig main shareholder the non-profit ruben berta foundation the airline employees mr wilson no jobs the airline varig 18 countries brazil the brink collapse the country economic downturn the depreciation brazil currency a direct impact the airline dollar debt its costs business demand air travel a recovery the brazilian economy the airline a sizeable windfall a compensation claim the government tuesday the courts varig 2bn reais $725m ruling favour its compensation claim the government freezing tariffs 1985 to 1992 the government the decision", business
398 , e-211.txt ,"brookside creator channel 4 bid the creator defunct tv soap brookside the culture minister channel 4 phil redmond chairman mersey tv tessa jowell its current remit the next 10 years media watchdog ofcom the the commercially funded public service broadcaster a spokesman the department culture media and sport no plans the channel primary legislation the station the government brookside 2003 its ratings a peak seven million just 1.5 million redmond teen soap hollyoaks channel 4 grange hill the school-based drama serial bbc one 1978 the cbe services drama earlier this year", entertainment
399 , e-292.txt ,"tough schedule delays elliot preview performances the £3m musical billy elliot the child actors a less arduous rehearsal schedule director stephen daldry the decision the previews the young stars three boys the demanding role ballet dancer billy the show opening night 12 the victoria palace theatre london the changes preview performances 14 20 and 27 april the most ambitious projects daldry the decision our preview performances our company a cast 45 children a little extra time the young billy elliots their professional stage debuts the west end a little extra time all aspects the production the three boys billy james lomas 15 george maguire 14 liam mower 12 the other major child parts young actors the demands the show producers a stage school newcastle potential stars the show child labour laws the young actors a limited period each week adult actors the show tim healy billy father haydn gwnne his dance teacher mrs wilkinson sir elton john the music daldry the successful film version billy elliot lee hall script oscars julie walters billy teacher", entertainment
400 , s-399.txt ,"farrell saga lindsaywigan chairman maurice lindsay a quick solution the on-going saga captain andy farrell possible switch rugby union leicester and saracens the chase the player lindsay the bbc a done deal the rugby football union the league the individual club the england coaching team a say a quick decision 12 years service the prospect farrell switching codes the main talking point the super league season a bolt the blue lindsay a very loyal friend the club no question a challenge the move a lucrative one both farrell and wigan lindsay money a motivating factor the club the money side things the point wigan radio five live a shortage money a problem the salary cap a penny the player lindsay rugby union farrell a great loss a great boost the warriors chief this guy an absolute sporting icon the top so many attributes a tough contact sport athletes ellery hanley martin johnson", sports
401 , e-056.txt ,"brando rejected godfather role late film star marlon brando his oscar-winning role the godfather the actor friend budd schulberg vanity fair magazine brando assistant the novel the actor the book the last time the mafia brando last july the age 80 the role don corleone an oscar 1973 the actor a young woman native american costume the award his behalf attention the plight native americans schulberg the magazine brando assistant the film star the idea the godfather role a drawn-on pencil moustache his assistant alice marchak george raft an actor gangsters the silver screen every time brando a different gangster-style moustache brando test the role the godfather studio executives the actor the part problems the set brando previous film mutiny the bounty fact brando academy award triumph his career the actor an oscar the following year his role bernardo bertolucci last tango paris his death brando gaming company electronic arts the rights his voice and image a video game the godfather film and book voice-overs his role don corleone brando co-stars the godfather james caan robert duvall their roles the video game wednesday", entertainment
